city,platform,zone_risk,weekly_hours,past_claims,weather_risk,aqi_risk,tenure_months,trust_score,risk_label
Pune,Zomato,Low,31,3,7,6,12,0.73,Low
Delhi,Zomato,Medium,74,5,7,5,45,0.77,Medium
Mumbai,Swiggy,High,26,0,1,10,60,0.65,Medium
Pune,Swiggy,Medium,52,4,1,5,55,0.65,Medium
Delhi,Zomato,Medium,27,1,8,2,23,0.98,Low
Pune,Zomato,High,61,5,7,1,24,0.87,Medium
Hyderabad,Zomato,Low,62,2,5,7,44,0.54,Medium
Pune,Swiggy,Low,29,6,6,9,53,0.84,Medium
Bengaluru,Zomato,Low,56,3,4,9,26,0.52,Medium
Pune,Swiggy,High,56,3,3,7,47,0.5,Medium
Bengaluru,Swiggy,Medium,26,5,3,9,8,0.78,Medium
Pune,Zomato,High,30,2,4,2,6,0.42,Medium
Mumbai,Swiggy,Low,65,4,2,10,25,0.42,Medium
Delhi,Zomato,Medium,69,2,3,4,42,0.94,Medium
Bengaluru,Swiggy,Medium,35,5,7,5,43,0.43,Medium
Mumbai,Swiggy,Medium,60,4,2,2,30,0.96,Medium
Mumbai,Swiggy,Low,36,1,2,2,32,0.91,Low
Delhi,Zomato,Low,70,0,7,2,32,0.98,Low
Mumbai,Swiggy,Medium,44,2,8,3,12,0.58,Medium
Delhi,Swiggy,Low,41,2,8,10,39,0.73,Medium
Delhi,Zomato,High,32,4,1,9,2,0.71,Medium
Delhi,Swiggy,High,27,1,1,6,9,0.53,Medium
Delhi,Zomato,Low,32,0,6,9,42,0.58,Medium
Pune,Zomato,Medium,45,1,5,3,13,0.81,Low
Bengaluru,Zomato,Low,70,6,10,5,11,0.88,Medium
Pune,Zomato,High,47,4,5,6,40,0.46,Medium
Pune,Zomato,Low,42,2,2,8,11,0.93,Low
Hyderabad,Zomato,Medium,38,4,9,6,26,0.42,Medium
Delhi,Zomato,Medium,31,2,4,2,14,0.79,Low
Bengaluru,Swiggy,High,27,0,6,1,46,0.6,Low
Pune,Zomato,High,55,0,7,5,39,0.53,Medium
Delhi,Swiggy,Medium,65,4,2,10,58,0.79,Medium
Pune,Zomato,High,32,1,1,8,32,0.43,Medium
Bengaluru,Zomato,Low,48,1,10,6,38,0.63,Low
Hyderabad,Swiggy,Low,61,6,10,1,59,0.68,Medium
Delhi,Zomato,Low,54,4,1,6,42,0.41,Medium
Pune,Swiggy,High,46,5,5,5,21,0.85,Medium
Pune,Swiggy,Medium,40,3,10,1,26,0.58,Medium
Pune,Zomato,High,78,0,6,10,7,0.42,Medium
Mumbai,Swiggy,Low,40,6,7,4,11,0.45,Medium
Bengaluru,Swiggy,High,75,0,5,1,8,0.43,Medium
Bengaluru,Swiggy,Low,64,4,7,5,45,0.5,Medium
Delhi,Zomato,Low,40,6,3,10,57,0.91,Medium
Pune,Zomato,Medium,53,4,4,10,31,0.8,Medium
Bengaluru,Zomato,High,50,1,2,5,50,0.58,Medium
Mumbai,Zomato,Medium,75,1,4,2,5,0.98,Medium
Mumbai,Swiggy,Low,33,3,7,4,32,0.46,Low
Delhi,Zomato,High,39,5,8,3,55,0.7,Medium
Delhi,Swiggy,High,44,3,10,9,13,0.87,High
Delhi,Swiggy,Low,30,5,5,10,42,0.46,Medium
Pune,Swiggy,High,35,0,8,3,18,0.42,Medium
Hyderabad,Zomato,Medium,27,4,2,6,28,0.53,Medium
Pune,Zomato,Medium,23,3,5,6,7,0.43,Medium
Pune,Zomato,Low,32,3,3,10,18,0.72,Low
Pune,Zomato,Low,23,5,4,2,15,0.47,Low
Mumbai,Zomato,Low,54,0,5,4,57,0.77,Low
Pune,Zomato,Medium,34,5,5,8,14,0.5,Medium
Delhi,Zomato,Medium,65,4,5,1,7,0.51,Medium
Hyderabad,Zomato,High,74,5,4,3,21,0.81,Medium
Delhi,Swiggy,Medium,49,1,1,8,28,0.6,Medium
Delhi,Zomato,High,30,5,1,10,23,0.98,Medium
Hyderabad,Swiggy,Medium,35,3,2,1,53,0.41,Low
Bengaluru,Swiggy,Medium,30,6,3,2,7,0.58,Low
Bengaluru,Zomato,Medium,42,4,5,8,17,0.62,Medium
Mumbai,Zomato,Medium,41,4,10,8,8,0.56,High
Hyderabad,Swiggy,Low,46,6,4,3,23,0.7,Low
Delhi,Zomato,Medium,67,0,4,7,41,0.46,Medium
Bengaluru,Zomato,High,76,4,3,5,59,0.81,Medium
Bengaluru,Zomato,Medium,80,2,5,4,3,0.75,Medium
Bengaluru,Swiggy,Medium,49,4,6,5,8,0.98,Medium
Pune,Swiggy,Medium,29,4,5,10,36,0.8,Medium
Bengaluru,Zomato,Low,71,2,1,8,3,0.53,Medium
Hyderabad,Swiggy,Low,39,0,7,6,43,0.9,Low
Mumbai,Zomato,Low,76,2,9,9,10,0.97,Medium
Bengaluru,Swiggy,High,32,3,10,2,19,0.53,Medium
Pune,Zomato,Low,63,5,7,7,26,0.98,Medium
Mumbai,Zomato,High,58,2,3,10,28,0.81,Medium
Bengaluru,Swiggy,Medium,32,2,3,7,36,0.52,Low
Bengaluru,Swiggy,Low,79,5,8,9,12,0.63,Medium
Pune,Swiggy,Low,48,5,6,9,60,0.81,Medium
Bengaluru,Zomato,Medium,49,3,7,8,2,0.95,Medium
Mumbai,Zomato,Low,28,4,5,4,38,0.71,Low
Delhi,Zomato,Low,74,3,3,7,43,0.4,Medium
Hyderabad,Zomato,High,25,0,5,2,22,0.76,Low
Bengaluru,Zomato,Medium,75,0,2,10,44,0.71,Medium
Mumbai,Swiggy,Medium,55,5,8,3,15,0.94,Medium
Delhi,Zomato,Medium,66,0,8,10,45,0.52,High
Mumbai,Swiggy,Low,76,0,9,2,16,0.52,Medium
Pune,Swiggy,High,48,3,1,2,20,0.64,Low
Delhi,Swiggy,High,54,2,10,8,55,0.79,High
Mumbai,Zomato,Low,21,1,3,4,11,0.71,Low
Hyderabad,Swiggy,Medium,38,2,2,10,32,0.62,Medium
Bengaluru,Zomato,Medium,71,0,8,7,53,0.65,Medium
Mumbai,Zomato,Medium,56,3,1,10,20,0.42,Medium
Hyderabad,Zomato,Low,78,2,3,8,57,0.83,Medium
Bengaluru,Swiggy,High,42,4,9,4,23,0.94,Medium
Hyderabad,Zomato,Medium,31,5,3,6,42,0.83,Low
Bengaluru,Zomato,High,70,1,5,5,60,0.64,Medium
Pune,Zomato,High,58,5,3,10,46,0.96,Medium
Hyderabad,Zomato,Low,40,4,10,6,38,0.77,Medium
Pune,Swiggy,Low,74,5,3,4,7,0.8,Low
Pune,Zomato,Medium,34,6,4,2,58,0.93,Low
Pune,Zomato,High,23,4,5,2,3,0.91,Medium
Mumbai,Zomato,High,58,5,1,3,21,0.46,Medium
Pune,Zomato,Low,60,4,9,4,13,0.55,Medium
Pune,Zomato,Low,67,1,7,9,52,0.87,Medium
Mumbai,Swiggy,Medium,62,0,4,1,52,0.48,Medium
Mumbai,Zomato,High,56,4,2,6,12,0.81,Medium
Hyderabad,Zomato,Low,33,4,8,9,23,0.61,Medium
Hyderabad,Swiggy,High,48,3,7,2,37,0.45,Medium
Hyderabad,Zomato,Low,51,1,1,10,35,0.6,Low
Delhi,Zomato,High,36,3,6,2,56,0.92,Medium
Bengaluru,Swiggy,Medium,35,6,9,10,33,0.59,High
Hyderabad,Swiggy,Medium,77,0,10,8,60,0.95,Medium
Bengaluru,Swiggy,Low,46,2,4,6,57,0.86,Low
Delhi,Swiggy,Medium,66,2,1,4,32,0.44,Medium
Hyderabad,Swiggy,Medium,24,3,10,10,60,0.45,Medium
Hyderabad,Zomato,High,37,5,1,2,3,0.7,Medium
Delhi,Zomato,Medium,39,6,4,1,60,0.43,Medium
Delhi,Zomato,Medium,67,0,9,8,4,0.63,High
Pune,Swiggy,Medium,47,4,3,2,29,0.47,Medium
Hyderabad,Zomato,Medium,41,3,1,4,15,0.46,Low
Mumbai,Swiggy,Medium,68,6,9,10,3,0.99,High
Mumbai,Swiggy,High,24,0,3,8,12,0.57,Medium
Bengaluru,Zomato,Medium,76,1,5,3,39,0.64,Low
Mumbai,Swiggy,Low,80,4,4,8,46,0.84,Medium
Bengaluru,Swiggy,Medium,39,2,9,5,56,0.79,Medium
Hyderabad,Zomato,Medium,54,4,2,1,23,0.94,Low
Hyderabad,Zomato,Low,33,1,9,4,20,0.85,Low
Delhi,Swiggy,Medium,72,6,3,1,16,0.82,Medium
Pune,Swiggy,Low,73,0,5,5,38,0.63,Low
Mumbai,Swiggy,Low,59,3,8,1,56,0.63,Medium
Pune,Swiggy,Low,44,1,7,9,4,0.8,Medium
Mumbai,Zomato,High,78,4,6,5,52,0.85,High
Delhi,Swiggy,Medium,73,4,7,7,51,0.84,Medium
Mumbai,Swiggy,Medium,80,5,5,9,30,0.65,High
Hyderabad,Zomato,Low,44,3,4,3,59,0.41,Low
Bengaluru,Swiggy,High,69,4,5,6,37,0.64,Medium
Hyderabad,Zomato,Medium,62,2,10,1,8,0.58,Medium
Bengaluru,Zomato,High,48,3,1,8,1,0.68,Medium
Bengaluru,Zomato,Medium,55,1,7,1,38,0.96,Low
Bengaluru,Zomato,High,48,1,5,5,17,0.92,Medium
Delhi,Swiggy,Medium,29,6,10,1,15,0.47,Medium
Mumbai,Swiggy,Medium,75,3,10,6,3,0.73,High
Delhi,Swiggy,High,36,2,1,6,35,0.83,Medium
Hyderabad,Swiggy,Medium,24,4,8,2,33,0.45,Medium
Delhi,Zomato,Medium,73,6,7,2,42,0.66,Medium
Bengaluru,Swiggy,Low,58,6,6,6,27,0.94,Medium
Bengaluru,Zomato,High,38,4,1,3,24,0.43,Medium
Delhi,Swiggy,Low,33,6,6,9,46,0.87,Medium
Hyderabad,Zomato,High,44,6,10,1,43,0.84,Medium
Pune,Swiggy,High,79,1,10,9,37,0.78,Medium
Pune,Swiggy,High,53,6,1,10,31,0.8,Medium
Hyderabad,Zomato,Medium,32,6,10,5,59,0.55,Medium
Delhi,Zomato,Low,40,5,2,4,29,0.84,Low
Pune,Zomato,Low,55,4,2,6,42,0.69,Medium
Delhi,Zomato,High,34,4,3,9,16,0.87,Medium
Pune,Swiggy,Medium,70,2,6,6,8,0.45,Medium
Pune,Swiggy,Medium,60,6,4,3,57,0.67,Medium
Delhi,Swiggy,Medium,68,4,8,2,9,0.92,Medium
Pune,Swiggy,Medium,24,1,9,9,59,0.63,Medium
Pune,Zomato,Low,64,4,4,5,8,0.6,Medium
Bengaluru,Swiggy,High,22,0,6,8,59,0.65,Medium
Pune,Zomato,Low,50,5,3,3,47,0.86,Low
Hyderabad,Swiggy,Low,20,4,10,6,44,0.79,Medium
Pune,Zomato,Medium,52,5,10,5,50,0.46,Medium
Bengaluru,Zomato,Medium,56,4,9,10,33,0.91,High
Pune,Zomato,Medium,40,6,3,3,3,0.89,Medium
Delhi,Zomato,Medium,56,4,6,2,23,0.57,Medium
Mumbai,Zomato,Low,48,1,3,5,59,0.56,Low
Hyderabad,Swiggy,High,62,2,3,2,14,0.73,Medium
Hyderabad,Swiggy,Low,77,0,9,9,52,0.52,Medium
Pune,Swiggy,Medium,38,4,7,8,34,0.48,Medium
Pune,Zomato,High,65,5,2,8,57,0.66,Medium
Bengaluru,Swiggy,High,37,5,2,6,52,0.45,Medium
Delhi,Swiggy,Medium,52,2,5,8,41,0.84,Medium
Mumbai,Zomato,High,22,3,2,9,21,0.51,Medium
Hyderabad,Swiggy,High,60,0,4,3,38,0.63,Low
Delhi,Swiggy,Low,29,3,3,8,19,0.48,Medium
Mumbai,Swiggy,Low,24,3,9,10,14,0.83,Medium
Mumbai,Zomato,Medium,59,3,10,4,41,0.61,Medium
Hyderabad,Swiggy,High,73,1,5,8,32,0.88,Medium
Pune,Zomato,Medium,38,0,4,2,57,0.94,Low
Bengaluru,Zomato,High,40,1,7,2,12,0.68,Low
Bengaluru,Swiggy,Medium,45,5,3,8,54,0.88,Medium
Pune,Zomato,Medium,21,2,5,9,14,0.93,Medium
Pune,Swiggy,Medium,40,2,6,7,26,0.89,Medium
Pune,Zomato,Low,23,2,8,4,22,0.78,Low
Mumbai,Zomato,Medium,34,4,3,9,14,0.87,Medium
Mumbai,Zomato,Low,54,0,1,7,6,0.87,Low
Bengaluru,Zomato,High,55,0,1,9,14,0.62,Medium
Delhi,Swiggy,High,45,6,4,5,52,0.5,Medium
Bengaluru,Zomato,Medium,55,5,4,1,3,0.91,Medium
Hyderabad,Swiggy,Medium,70,3,1,3,19,0.58,Medium
Delhi,Swiggy,Low,67,0,7,7,9,0.89,Medium
Bengaluru,Swiggy,Low,52,5,7,1,1,0.85,Medium
Hyderabad,Swiggy,Low,57,6,7,4,54,0.76,Medium
Bengaluru,Zomato,Medium,67,0,5,5,30,0.52,Medium
Bengaluru,Zomato,Medium,47,0,4,7,36,0.57,Low
Bengaluru,Swiggy,Medium,51,5,7,6,49,0.73,Medium
Mumbai,Zomato,Low,21,3,4,8,24,0.69,Low
Mumbai,Zomato,Medium,71,5,2,2,36,0.5,Medium
Pune,Swiggy,Low,45,4,8,9,47,0.9,Medium
Delhi,Swiggy,High,36,3,5,6,54,0.49,Medium
Bengaluru,Zomato,High,37,5,4,9,51,0.69,Medium
Pune,Zomato,High,35,2,8,8,33,0.73,Medium
Mumbai,Swiggy,Medium,24,3,3,1,11,0.71,Low
Mumbai,Swiggy,Low,75,0,1,7,32,0.5,Medium
Hyderabad,Zomato,Low,75,4,7,7,1,0.58,Medium
Pune,Zomato,High,76,5,5,9,21,0.77,High
Bengaluru,Swiggy,Low,53,5,4,10,46,0.62,Medium
Hyderabad,Zomato,Medium,33,2,3,3,34,0.83,Low
Pune,Swiggy,Medium,31,1,8,2,1,0.59,Medium
Delhi,Swiggy,Medium,54,3,6,2,4,0.77,Medium
Hyderabad,Swiggy,Low,60,4,4,6,41,0.41,Medium
Delhi,Zomato,Low,78,6,7,10,47,0.58,High
Hyderabad,Zomato,High,55,4,4,2,38,0.49,Medium
Delhi,Zomato,Low,56,0,3,9,38,0.79,Medium
Pune,Zomato,Medium,74,4,10,5,52,0.84,Medium
Hyderabad,Zomato,Low,20,6,4,4,6,0.96,Low
Hyderabad,Swiggy,Low,50,6,1,6,5,0.94,Medium
Mumbai,Swiggy,Medium,48,3,8,6,20,0.7,Medium
Mumbai,Swiggy,Medium,44,6,7,8,23,0.59,High
Hyderabad,Zomato,Medium,76,4,4,3,41,0.9,Medium
Delhi,Zomato,Medium,51,5,5,2,36,0.94,Medium
Bengaluru,Swiggy,Low,43,6,8,6,47,0.65,Medium
Hyderabad,Swiggy,Medium,31,5,1,4,29,0.62,Low
Delhi,Swiggy,Medium,41,0,6,5,33,0.95,Medium
Hyderabad,Zomato,Low,37,5,8,7,3,1.0,Medium
Bengaluru,Zomato,Medium,56,6,1,8,39,0.78,Medium
Pune,Swiggy,Medium,75,5,9,2,3,0.62,Medium
Hyderabad,Swiggy,High,31,6,3,2,27,0.9,Low
Mumbai,Swiggy,Medium,65,0,6,2,55,0.73,Medium
Delhi,Swiggy,Medium,63,6,6,3,58,0.99,Medium
Bengaluru,Swiggy,High,45,3,1,2,13,0.9,Low
Hyderabad,Swiggy,High,25,1,8,1,18,0.77,Low
Hyderabad,Zomato,Low,67,6,1,5,18,0.74,Medium
Mumbai,Zomato,Medium,73,5,2,10,60,0.68,Medium
Mumbai,Swiggy,Low,25,1,6,10,41,0.98,Low
Delhi,Swiggy,Low,43,3,2,4,20,0.9,Low
Delhi,Swiggy,Medium,44,5,5,3,18,0.48,Medium
Bengaluru,Zomato,Low,32,2,4,3,19,0.56,Low
Pune,Zomato,Low,42,4,6,6,50,0.79,Medium
Pune,Swiggy,Low,73,4,7,3,35,0.74,Medium
Pune,Zomato,Medium,63,6,5,4,22,0.82,Medium
Hyderabad,Zomato,Low,69,1,5,4,30,0.56,Low
Mumbai,Swiggy,Medium,49,4,6,6,37,0.63,Medium
Hyderabad,Swiggy,Medium,26,5,6,1,11,0.65,Low
Bengaluru,Zomato,Medium,26,1,6,5,11,0.68,Low
Delhi,Swiggy,Medium,59,3,10,10,45,0.66,High
Pune,Zomato,High,36,5,6,10,22,0.69,Medium
Pune,Zomato,Low,79,1,9,2,27,0.66,Low
Bengaluru,Zomato,Medium,30,4,3,5,57,0.76,Low
Hyderabad,Swiggy,High,56,6,3,3,43,0.6,Medium
Mumbai,Swiggy,Medium,69,1,6,8,26,0.5,Medium
Mumbai,Swiggy,Low,31,2,5,2,12,0.54,Low
Delhi,Zomato,Low,35,1,9,6,1,0.69,Medium
Bengaluru,Swiggy,Medium,63,3,4,8,43,0.63,Medium
Pune,Swiggy,High,26,3,3,6,49,0.96,Low
Pune,Zomato,High,72,5,7,10,26,0.72,High
Bengaluru,Zomato,Medium,57,0,4,10,12,0.86,Medium
Bengaluru,Zomato,Medium,72,0,10,10,49,0.64,Medium
Mumbai,Swiggy,Low,32,0,4,5,28,0.46,Low
Pune,Swiggy,Medium,38,2,7,8,3,0.56,Medium
Pune,Swiggy,Low,63,4,2,8,52,0.45,Medium
Mumbai,Zomato,High,20,1,6,3,37,0.7,Low
Pune,Swiggy,Medium,62,3,7,1,20,0.65,Medium
Mumbai,Zomato,Medium,69,3,6,9,24,0.47,High
Delhi,Zomato,Medium,44,6,2,3,1,0.6,Medium
Hyderabad,Zomato,Low,72,4,8,7,4,0.68,Medium
Mumbai,Swiggy,High,49,2,1,10,44,0.62,Medium
Pune,Zomato,Medium,69,6,1,9,18,0.51,Medium
Bengaluru,Zomato,Low,40,2,1,10,8,0.61,Low
Mumbai,Zomato,Low,25,4,2,3,47,0.49,Low
Pune,Zomato,High,42,3,10,4,59,0.9,Medium
Hyderabad,Zomato,Low,40,2,1,3,39,0.99,Low
Mumbai,Zomato,Medium,66,0,6,5,28,0.64,Medium
Delhi,Zomato,High,67,0,7,2,51,0.51,Medium
Bengaluru,Zomato,Medium,54,6,4,1,24,0.74,Low
Delhi,Zomato,Low,64,6,3,5,33,0.8,Medium
Hyderabad,Zomato,High,63,2,5,1,27,0.52,Medium
Pune,Swiggy,Low,49,4,6,2,15,0.53,Medium
Bengaluru,Swiggy,Low,38,5,10,8,38,0.65,Medium
Hyderabad,Zomato,Medium,50,4,1,6,22,0.59,Medium
Pune,Swiggy,Medium,67,3,4,9,45,0.5,Medium
Pune,Zomato,Medium,62,6,10,2,41,0.69,Medium
Bengaluru,Swiggy,Low,53,2,5,5,49,0.59,Medium
Pune,Swiggy,Low,57,1,10,6,37,0.66,Medium
Mumbai,Zomato,Medium,51,1,7,9,9,0.63,Medium
Mumbai,Swiggy,Medium,33,0,10,5,12,0.92,Medium
Pune,Zomato,Medium,33,3,10,5,21,0.86,Medium
Mumbai,Zomato,Medium,54,3,4,7,32,0.85,Medium
Bengaluru,Zomato,Low,75,1,7,5,1,0.72,Medium
Bengaluru,Zomato,Medium,63,0,7,10,42,0.65,Medium
Pune,Zomato,Low,21,4,4,3,40,0.77,Low
Mumbai,Zomato,High,40,4,4,3,37,0.78,Medium
Mumbai,Zomato,Low,58,6,7,9,33,0.92,Medium
Delhi,Zomato,Medium,75,1,3,8,60,0.83,Medium
Delhi,Zomato,Low,24,0,4,10,30,0.68,Low
Hyderabad,Zomato,High,70,1,8,9,42,0.47,High
Hyderabad,Zomato,High,78,1,4,8,47,0.98,Medium
Mumbai,Swiggy,Medium,46,6,9,8,56,0.63,High
Pune,Zomato,High,54,0,10,9,46,0.41,Medium
Pune,Swiggy,Low,45,6,1,6,26,0.83,Low
Hyderabad,Zomato,Medium,27,0,3,5,49,0.9,Low
Mumbai,Swiggy,Medium,62,2,3,4,51,0.69,Medium
Bengaluru,Swiggy,Medium,64,0,8,8,49,0.55,Medium
Bengaluru,Zomato,Low,48,2,8,5,37,0.57,Medium
Mumbai,Swiggy,Low,38,0,4,6,37,0.62,Low
Bengaluru,Zomato,High,30,4,5,8,46,0.66,Medium
Bengaluru,Swiggy,High,64,1,3,10,19,0.92,Medium
Bengaluru,Swiggy,Low,33,4,5,3,38,0.41,Low
Bengaluru,Zomato,Medium,77,1,6,3,38,0.91,Low
Bengaluru,Zomato,Medium,79,3,3,9,31,0.51,Medium
Pune,Swiggy,Medium,24,2,4,5,14,0.53,Low
Bengaluru,Swiggy,Medium,42,3,8,10,59,0.78,Medium
Mumbai,Swiggy,High,43,5,1,7,41,0.46,Medium
Bengaluru,Swiggy,Low,54,6,9,2,52,0.43,Medium
Hyderabad,Swiggy,Low,71,5,3,4,15,0.81,Low
Pune,Swiggy,Low,58,2,9,5,6,0.85,Medium
Mumbai,Swiggy,Medium,23,1,4,4,38,0.86,Low
Pune,Zomato,Low,76,6,1,6,51,0.78,Medium
Delhi,Zomato,Low,25,3,4,2,35,0.75,Low
Hyderabad,Zomato,Low,20,4,7,2,47,0.93,Low
Delhi,Zomato,High,36,6,7,10,18,0.7,High
Delhi,Zomato,Medium,52,2,5,5,56,0.72,Medium
Bengaluru,Zomato,Medium,52,2,8,2,49,0.97,Medium
Pune,Swiggy,Medium,52,3,8,3,12,0.44,Medium
Pune,Zomato,Low,75,3,6,9,53,0.51,Medium
Mumbai,Swiggy,Low,52,2,6,9,31,0.46,Medium
Bengaluru,Swiggy,Medium,29,2,3,4,50,0.64,Low
Delhi,Swiggy,Medium,30,2,9,8,42,0.76,Medium
Pune,Zomato,Low,36,3,5,6,10,0.58,Medium
Bengaluru,Zomato,Medium,47,4,7,7,1,0.86,Medium
Pune,Swiggy,High,42,5,3,8,50,0.56,Medium
Delhi,Swiggy,Medium,36,2,6,1,21,0.66,Medium
Pune,Zomato,Medium,67,1,4,10,33,0.66,Medium
Bengaluru,Swiggy,Low,30,2,8,10,31,0.97,Medium
Mumbai,Zomato,Medium,78,5,8,4,18,0.99,Medium
Hyderabad,Zomato,Low,23,5,6,5,35,0.62,Low
Bengaluru,Swiggy,Medium,76,5,2,6,50,0.84,Medium
Delhi,Swiggy,Medium,56,1,9,2,29,0.55,Medium
Hyderabad,Zomato,Medium,72,2,1,3,50,0.86,Low
Bengaluru,Zomato,High,48,5,4,3,21,0.68,Medium
Pune,Zomato,Medium,63,5,5,5,39,0.85,Medium
Mumbai,Swiggy,Low,46,3,7,8,52,0.43,Medium
Hyderabad,Swiggy,High,52,2,1,10,28,1.0,Medium
Hyderabad,Zomato,High,51,2,10,6,41,0.44,Medium
Mumbai,Swiggy,High,69,0,9,3,52,0.71,Medium
Mumbai,Zomato,Medium,32,6,2,7,53,0.57,Medium
Pune,Swiggy,Medium,24,1,10,6,30,0.72,Low
Pune,Swiggy,Medium,38,0,10,7,2,0.41,Medium
Bengaluru,Zomato,Low,74,1,10,6,35,0.67,Medium
Delhi,Zomato,High,65,6,10,3,13,0.86,High
Delhi,Zomato,Low,21,4,10,1,50,0.48,Medium
Bengaluru,Swiggy,Medium,40,1,4,4,20,0.5,Low
Bengaluru,Swiggy,High,33,6,6,1,9,0.93,Medium
Pune,Swiggy,High,44,0,8,4,25,0.43,Medium
Pune,Zomato,Low,69,3,10,2,6,0.98,Medium
Hyderabad,Swiggy,Low,33,0,8,10,23,0.85,Low
Bengaluru,Zomato,Low,25,6,9,6,31,0.55,Medium
Mumbai,Zomato,Low,44,6,7,7,55,0.46,Medium
Bengaluru,Zomato,High,47,6,5,4,45,0.45,Medium
Pune,Zomato,Low,37,5,6,1,10,0.91,Low
Delhi,Swiggy,Low,29,1,8,1,4,0.76,Low
Delhi,Zomato,Medium,46,6,3,7,12,0.5,Medium
Hyderabad,Swiggy,High,71,5,3,6,57,0.95,Medium
Delhi,Swiggy,Medium,39,3,6,5,40,0.59,Medium
Mumbai,Zomato,Low,50,0,3,7,3,0.72,Low
Hyderabad,Swiggy,Low,20,2,4,2,27,0.99,Low
Mumbai,Zomato,Medium,46,6,9,8,9,0.91,High
Mumbai,Zomato,Medium,77,2,3,6,43,0.72,Medium
Hyderabad,Swiggy,Medium,67,6,10,4,9,0.53,Medium
Delhi,Swiggy,Low,25,5,2,7,19,0.93,Low
Mumbai,Swiggy,Low,31,5,5,6,46,0.98,Medium
Hyderabad,Zomato,High,28,2,7,6,43,0.49,Medium
Mumbai,Zomato,Medium,70,1,3,1,10,0.78,Low
Delhi,Swiggy,Medium,20,4,8,8,55,0.61,Medium
Hyderabad,Zomato,Medium,33,3,10,5,35,0.66,Medium
Bengaluru,Zomato,Medium,77,1,5,6,52,0.92,Medium
Hyderabad,Zomato,Medium,62,6,6,9,17,0.44,High
Bengaluru,Zomato,Medium,54,1,2,4,30,0.9,Low
Mumbai,Zomato,Low,42,2,8,7,36,0.99,Medium
Mumbai,Swiggy,Medium,80,4,4,3,54,0.81,Medium
Mumbai,Swiggy,High,42,4,10,3,37,0.92,Medium
Hyderabad,Swiggy,High,43,4,4,9,11,0.62,Medium
Mumbai,Swiggy,Medium,74,4,4,3,35,0.97,Medium
Hyderabad,Zomato,High,37,0,7,5,25,0.94,Medium
Pune,Zomato,Medium,28,5,5,1,5,0.55,Medium
Hyderabad,Zomato,Low,66,4,10,2,4,0.85,Medium
Delhi,Swiggy,Medium,30,6,4,7,51,0.5,Medium
Pune,Zomato,Medium,35,6,6,2,15,0.98,Medium
Bengaluru,Swiggy,High,27,5,10,3,14,0.67,Medium
Bengaluru,Zomato,Low,27,4,5,9,7,0.86,Medium
Hyderabad,Zomato,Low,48,2,2,9,48,0.77,Low
Delhi,Swiggy,High,68,5,6,5,3,0.63,High
Bengaluru,Swiggy,Medium,47,4,3,8,49,0.57,Medium
Hyderabad,Swiggy,Low,66,4,10,6,16,0.92,Medium
Pune,Zomato,Medium,60,0,5,5,58,0.55,Medium
Hyderabad,Zomato,Medium,73,2,6,2,1,0.46,Medium
Pune,Swiggy,Medium,34,4,7,5,7,1.0,Medium
Pune,Zomato,Medium,75,5,7,1,39,0.46,Medium
Mumbai,Swiggy,Low,68,1,6,10,44,0.83,Medium
Hyderabad,Zomato,High,65,5,1,6,42,0.87,Medium
Pune,Swiggy,High,72,6,7,1,14,0.74,Medium
Mumbai,Zomato,Low,78,3,1,8,55,0.93,Medium
Bengaluru,Zomato,Medium,35,2,8,1,21,0.67,Medium
Bengaluru,Swiggy,Low,69,6,9,6,48,0.64,Medium
Bengaluru,Swiggy,High,74,0,6,6,40,0.72,Medium
Delhi,Zomato,High,26,5,2,7,21,0.77,Medium
Delhi,Zomato,Low,74,5,8,6,22,0.88,Medium
Bengaluru,Swiggy,High,40,0,2,4,38,0.59,Low
Hyderabad,Zomato,High,54,1,7,10,45,0.45,Medium
Mumbai,Swiggy,High,78,5,7,5,10,0.83,High
Hyderabad,Zomato,Medium,78,3,2,5,40,0.74,Medium
Mumbai,Zomato,High,48,6,1,4,36,0.49,Medium
Bengaluru,Swiggy,Medium,73,5,4,4,57,0.54,Medium
Delhi,Swiggy,Low,35,0,10,8,54,0.66,Medium
Hyderabad,Swiggy,Medium,74,4,10,7,41,0.75,Medium
Pune,Zomato,High,43,6,5,7,24,0.62,Medium
Delhi,Zomato,Medium,24,5,3,6,56,0.9,Medium
Delhi,Swiggy,Low,78,6,9,8,35,0.59,High
Hyderabad,Swiggy,High,65,5,9,4,30,0.56,High
Mumbai,Zomato,Medium,51,4,7,2,11,0.41,Medium
Pune,Swiggy,High,50,6,3,2,44,0.61,Medium
Bengaluru,Zomato,High,66,0,10,8,28,0.82,Medium
Delhi,Zomato,Low,48,2,9,5,22,0.54,Medium
Hyderabad,Zomato,Low,54,5,10,6,56,0.4,Medium
Hyderabad,Swiggy,High,42,4,2,2,40,0.44,Medium
Pune,Swiggy,High,35,4,3,3,2,0.79,Medium
Pune,Swiggy,Medium,26,3,10,7,52,0.64,Medium
Pune,Swiggy,High,31,0,5,6,12,0.82,Low
Bengaluru,Zomato,Low,36,3,4,4,23,0.99,Low
Mumbai,Zomato,Medium,26,4,5,1,57,0.76,Medium
Hyderabad,Swiggy,Medium,26,1,1,9,1,0.4,Medium
