claim_count_7d,avg_claim_amount,location_jump_km,cluster_claim_count,device_motion_score,vpn_flag,claim_trigger_frequency,trust_score
2,144,2.44,8,0.57,0,2,0.99
0,341,6.66,2,0.94,1,6,0.87
2,819,12.55,3,0.43,1,5,0.41
2,341,15.66,9,0.48,0,3,0.61
1,660,4.14,10,0.98,0,1,0.9
6,689,23.57,1,0.82,1,3,0.66
10,1824,46.52,21,0.1,1,12,0.53
3,627,1.78,4,0.32,1,6,0.78
5,234,11.32,1,0.25,1,0,0.58
4,315,17.26,5,0.68,0,6,0.74
11,1916,86.12,19,0.19,0,6,0.14
0,1374,4.18,5,0.25,0,5,0.52
1,177,18.33,2,0.68,0,7,0.47
3,478,10.03,4,0.33,1,0,0.99
12,1219,30.4,13,0.03,1,6,0.48
3,837,14.51,4,0.7,1,2,0.45
4,578,21.12,4,0.74,0,2,0.53
5,656,10.18,2,1.0,1,7,0.68
6,318,8.76,1,0.42,1,7,0.82
5,100,16.39,8,1.0,0,4,0.83
11,3564,53.08,15,0.15,0,7,0.16
9,1637,89.95,25,0.0,1,12,0.36
1,1386,6.84,2,0.59,0,2,0.8
5,1101,6.38,3,0.58,0,1,0.82
4,761,21.26,1,0.39,0,5,0.58
4,343,14.91,4,0.79,0,8,0.55
14,1519,56.39,28,0.22,1,6,0.51
5,960,7.4,1,0.25,0,6,0.94
2,104,5.41,4,0.31,1,1,0.93
3,1334,18.77,5,0.34,0,8,0.61
0,1066,22.79,1,0.65,0,1,0.47
3,1322,5.76,6,0.56,1,2,0.58
4,205,14.4,8,0.33,0,6,0.57
2,1480,20.37,4,0.31,1,2,0.65
0,254,23.31,6,0.71,0,6,0.76
9,3954,56.85,29,0.11,0,5,0.17
3,1191,4.03,9,0.55,0,4,0.46
1,136,18.55,10,0.58,0,4,0.44
3,535,20.84,4,0.66,1,6,0.58
1,267,13.37,3,0.95,0,2,0.81
4,1341,1.61,7,0.86,1,8,0.43
4,1288,0.45,5,0.57,1,4,0.54
8,3864,55.04,19,0.2,1,12,0.49
0,1442,9.28,4,0.82,1,1,0.96
4,589,12.41,2,0.98,0,8,0.64
3,415,22.52,7,0.72,1,3,0.5
7,3439,42.93,21,0.1,1,11,0.48
3,621,15.14,7,0.65,1,8,0.86
15,1544,24.0,13,0.24,1,7,0.24
7,2173,75.65,20,0.19,1,5,0.26
1,854,7.96,1,0.49,1,1,0.99
3,1185,1.82,3,1.0,1,4,0.69
6,2439,38.42,25,0.09,1,7,0.52
1,1134,23.82,10,0.29,1,0,0.82
0,747,6.7,7,0.34,1,2,0.66
1,469,0.1,7,0.54,1,3,0.61
10,1384,86.57,25,0.06,1,12,0.22
0,1077,13.09,2,0.26,0,2,0.61
9,2284,63.03,8,0.19,1,7,0.45
1,672,16.55,9,0.94,1,6,0.51
13,2408,57.44,14,0.09,0,11,0.16
5,3153,56.94,9,0.03,1,5,0.25
0,621,18.68,5,0.64,0,7,0.8
14,3278,23.18,27,0.07,0,11,0.16
0,1212,13.8,2,0.44,1,5,0.9
4,1226,11.57,6,0.22,1,0,0.45
4,210,8.39,5,0.99,0,7,0.7
4,1027,21.69,7,0.43,0,3,0.85
6,1115,15.11,2,0.71,1,3,0.9
4,940,22.33,6,0.7,1,0,0.83
2,413,2.39,5,0.54,1,7,0.51
1,1287,16.27,10,0.85,0,4,0.97
11,3170,53.85,15,0.22,0,5,0.45
6,455,10.87,1,0.67,0,3,0.78
5,436,17.81,1,0.97,1,4,0.53
3,1268,22.63,4,0.2,0,1,0.87
2,279,4.28,3,0.88,0,5,0.77
1,149,12.88,5,0.8,1,0,0.83
5,513,6.77,7,0.22,0,8,0.48
2,237,16.95,6,0.7,0,7,0.96
6,398,5.74,5,0.79,1,7,1.0
0,925,9.52,10,0.72,1,3,0.99
2,1180,12.55,7,0.29,1,2,0.48
10,3461,49.16,22,0.01,0,7,0.16
8,3811,20.48,22,0.23,1,5,0.35
2,1399,22.78,9,0.78,1,0,0.84
4,459,3.24,8,0.99,1,7,0.91
4,1212,1.15,1,0.5,0,2,0.94
2,789,18.9,8,0.25,1,8,0.57
0,422,10.26,9,0.31,1,7,0.96
1,1429,17.7,2,0.87,0,6,0.47
7,1530,71.83,18,0.1,0,6,0.17
6,787,5.07,4,0.56,0,1,0.76
1,1210,0.99,8,0.38,0,4,0.54
3,1493,4.03,5,0.74,1,3,0.6
1,936,13.59,5,0.79,0,6,0.58
5,1230,22.93,8,0.24,0,6,0.81
4,316,9.19,1,0.39,1,4,0.69
2,987,8.91,6,0.62,1,2,0.8
2,368,15.91,5,0.69,0,1,0.53
4,916,11.07,3,0.69,0,0,0.69
2,1343,13.57,4,0.92,0,4,0.81
6,428,10.47,2,0.47,0,4,0.99
3,225,21.37,3,0.65,0,3,0.44
4,113,16.46,3,0.68,1,1,0.72
0,1310,14.34,3,0.9,1,1,0.94
7,2834,63.0,10,0.0,1,10,0.43
3,941,12.16,3,0.75,1,1,0.8
0,984,0.61,7,0.94,1,8,0.42
4,1057,2.03,9,0.88,0,7,0.69
4,350,16.03,9,0.9,1,5,0.54
9,2161,34.71,13,0.2,0,8,0.43
5,678,24.46,6,0.82,0,5,0.47
2,221,17.21,7,0.89,1,4,0.41
3,1332,24.2,1,0.38,1,6,0.4
15,3651,91.09,19,0.06,0,6,0.24
5,564,17.43,5,0.59,1,2,0.68
2,288,23.03,8,0.73,1,0,0.71
6,417,12.06,5,0.2,0,6,0.88
5,1024,18.18,7,0.88,1,6,0.55
0,931,12.78,1,0.54,0,1,0.51
0,427,15.0,10,0.69,0,6,0.9
2,908,10.18,9,0.92,1,8,0.49
0,1287,9.42,3,0.99,1,0,0.94
5,674,8.59,10,0.53,0,2,0.65
0,138,19.6,10,0.46,1,6,0.84
6,457,24.58,6,0.41,1,3,0.6
3,792,23.39,2,0.45,1,0,0.77
5,664,8.72,7,0.49,0,6,0.51
0,853,23.9,5,0.86,0,3,0.87
5,2283,52.24,17,0.22,0,11,0.53
1,870,0.21,3,0.59,0,1,0.4
3,1356,13.46,4,0.73,0,8,0.41
6,692,6.19,6,0.46,1,5,0.64
12,1387,28.78,22,0.24,0,8,0.11
5,1075,11.44,10,0.31,1,1,0.74
2,890,9.85,10,0.88,0,0,0.97
7,2128,53.27,23,0.25,1,12,0.28
5,185,4.67,9,0.97,0,3,0.52
4,973,10.27,1,0.71,0,5,0.5
15,3445,87.76,23,0.19,0,5,0.54
2,1398,1.2,9,0.83,1,8,0.72
3,1145,11.53,5,0.9,1,2,0.73
1,717,1.75,5,0.73,1,4,0.53
6,325,3.3,9,0.27,1,2,0.97
5,741,24.52,8,0.33,0,0,0.77
12,3771,50.24,11,0.16,1,6,0.3
2,414,13.11,10,0.48,0,2,0.46
1,211,14.56,9,0.56,0,4,0.4
14,3872,71.23,28,0.21,1,8,0.53
9,1451,56.21,17,0.11,0,8,0.49
4,696,2.97,7,0.22,0,3,0.97
0,488,7.35,2,0.77,0,1,0.46
0,463,8.42,6,0.71,0,1,0.59
2,213,11.7,5,0.61,0,0,0.49
6,940,4.79,9,0.88,0,3,0.77
2,1415,17.07,8,0.61,1,1,0.52
0,638,22.56,10,0.78,0,1,0.6
6,2968,48.23,26,0.02,1,12,0.48
5,1310,1.71,6,0.78,1,3,0.67
3,709,24.66,8,0.48,0,0,0.59
5,152,19.4,2,0.87,1,5,0.84
4,821,11.48,3,0.32,0,3,0.67
6,1465,7.95,7,0.83,1,7,0.98
9,3532,52.98,11,0.14,0,7,0.48
2,1033,11.5,8,0.53,0,1,0.71
2,1237,11.26,4,0.81,1,1,0.84
0,1399,10.55,4,0.9,0,1,0.98
6,155,17.04,6,0.65,1,6,0.64
5,870,12.04,3,0.3,1,1,0.49
1,790,9.56,8,0.29,1,6,0.54
1,705,11.79,6,0.36,1,7,0.84
4,848,17.19,6,0.97,1,7,0.52
5,141,5.55,1,0.81,1,0,0.92
0,723,6.96,8,0.7,1,7,0.52
2,1019,24.84,7,0.49,0,5,0.45
4,429,11.32,10,0.27,1,2,0.98
5,795,21.01,9,0.55,1,3,0.45
3,556,18.15,8,0.37,1,2,0.58
5,1178,16.62,9,0.55,0,8,0.94
2,244,14.73,10,0.42,0,8,0.93
2,743,19.5,9,0.87,0,4,0.59
1,995,19.46,7,0.93,0,4,0.96
2,405,8.63,1,0.61,0,2,0.96
0,1096,9.9,2,0.53,0,6,0.53
5,101,8.75,10,0.59,1,2,0.59
13,3082,96.75,9,0.2,1,10,0.51
4,205,8.8,2,0.27,1,2,1.0
4,1328,12.41,7,0.74,1,1,0.69
5,1202,16.53,10,0.62,0,6,0.75
5,1227,14.23,1,0.56,1,5,0.57
3,1222,2.3,10,0.47,0,0,0.54
2,442,1.24,4,0.66,0,0,0.88
3,651,0.82,7,0.25,0,8,0.95
11,3309,65.28,29,0.18,1,11,0.15
3,490,3.99,10,0.76,0,0,0.49
6,932,11.57,8,0.65,0,3,0.66
1,710,0.19,4,0.94,0,1,0.88
3,297,22.36,7,0.46,0,6,0.61
3,424,10.97,6,0.88,0,3,0.87
4,1086,12.58,8,0.93,0,3,0.91
3,736,16.32,2,0.55,0,3,0.45
7,3059,46.62,27,0.14,0,8,0.32
4,752,21.64,4,0.88,1,3,0.84
3,456,7.7,2,0.4,0,5,0.71
15,1447,47.04,16,0.1,0,5,0.2
2,1316,23.3,5,0.67,0,1,0.79
5,780,20.05,4,0.34,0,8,0.88
1,446,15.92,8,0.36,0,3,0.42
0,1330,12.41,7,0.69,0,5,0.4
5,812,12.54,2,0.22,1,4,0.69
6,2426,84.76,8,0.08,1,7,0.22
0,1054,2.16,9,0.45,1,1,0.83
1,1124,8.84,4,0.3,0,6,0.61
1,420,2.91,3,0.83,0,1,0.5
0,342,4.17,7,0.61,0,6,0.8
15,2811,36.56,17,0.24,0,5,0.11
5,278,2.87,1,0.85,0,6,0.49
8,2620,21.76,29,0.09,0,9,0.11
2,1455,14.47,8,0.63,1,8,0.56
6,630,6.52,7,0.64,0,4,0.98
1,528,19.71,6,0.83,0,3,0.74
2,733,3.49,2,0.39,1,8,0.98
0,933,10.91,3,0.32,1,7,0.42
1,769,14.79,6,0.67,1,4,0.85
4,1210,1.92,7,0.2,1,6,0.86
4,1475,24.49,10,0.42,1,6,0.49
5,147,17.05,8,0.88,0,1,0.93
0,459,9.29,4,0.68,1,3,0.66
0,144,17.67,7,0.77,0,2,0.46
11,1310,78.79,17,0.22,1,6,0.36
3,991,19.51,9,0.72,0,1,0.99
8,2950,90.69,9,0.21,1,11,0.25
6,1568,22.28,25,0.13,0,5,0.22
1,527,5.59,10,0.72,0,0,0.77
3,658,18.73,8,0.7,0,2,0.51
6,716,11.62,6,0.43,0,5,0.43
0,910,7.13,8,0.81,1,1,0.49
5,2612,45.04,10,0.08,0,7,0.33
3,357,16.69,2,0.81,0,7,0.9
3,621,4.12,1,0.46,1,4,0.84
5,594,24.42,4,0.92,1,5,0.7
4,640,9.29,2,0.24,1,6,0.42
5,146,17.3,8,0.84,0,0,0.8
4,1444,21.25,7,0.46,1,2,0.8
6,3477,64.5,19,0.15,0,9,0.4
5,1115,14.5,9,0.77,0,1,0.85
6,134,17.71,4,0.91,1,6,0.94
0,1133,8.93,1,0.53,0,8,0.91
4,293,18.1,7,0.7,1,5,0.73
13,3415,49.02,8,0.04,0,9,0.54
6,653,3.4,6,0.8,1,3,0.78
0,584,7.78,6,0.52,1,4,0.59
15,2925,87.44,9,0.05,0,8,0.52
3,1403,15.59,10,0.29,1,8,0.65
2,722,15.65,9,0.85,1,4,0.88
4,1447,10.41,6,0.76,0,5,0.87
1,1269,13.54,10,0.31,1,8,0.56
7,1421,42.13,12,0.16,0,5,0.39
1,488,1.19,2,0.89,0,1,0.85
0,982,20.36,2,0.58,1,1,0.92
1,586,0.04,3,0.37,0,0,0.52
4,231,16.88,5,0.53,1,1,0.81
6,586,13.8,9,0.26,0,2,0.91
4,538,16.07,10,0.53,0,0,0.94
6,907,6.19,2,0.54,1,2,0.89
0,738,1.39,4,0.77,1,5,0.98
5,379,17.54,1,0.55,0,0,0.6
5,1355,51.54,27,0.19,0,9,0.41
2,794,23.62,2,0.64,1,4,0.7
5,1133,20.13,4,0.92,0,5,0.78
3,897,13.97,7,0.55,1,8,0.79
0,991,24.37,9,0.86,0,5,0.68
3,270,5.89,4,0.26,0,3,0.76
2,651,17.01,3,0.48,1,4,0.64
1,477,5.06,8,0.27,0,0,0.82
5,673,24.63,7,0.31,1,7,0.9
4,974,7.69,10,0.38,1,0,0.8
4,935,17.72,7,1.0,0,4,0.8
5,312,2.8,1,0.42,1,0,0.46
4,159,21.9,7,0.56,0,2,0.54
5,737,15.02,4,0.42,1,4,0.91
5,1048,16.69,7,0.39,1,0,0.94
1,1421,6.49,3,0.62,1,3,0.56
4,1390,19.33,10,0.66,0,7,0.89
0,1212,10.28,8,0.66,1,6,0.81
7,2662,29.28,11,0.18,1,5,0.39
1,442,24.76,4,0.43,0,7,0.63
3,1377,12.71,10,0.23,0,7,0.87
5,253,5.59,10,0.73,1,6,0.85
6,1164,11.37,8,0.27,0,6,0.61
0,731,24.88,1,0.83,1,1,0.9
5,469,12.13,6,0.87,1,1,0.52
5,572,20.84,3,0.76,0,8,0.85
1,221,11.46,4,0.7,1,2,0.55
3,138,11.42,6,0.75,0,0,0.59
0,831,0.14,8,0.4,0,1,0.58
5,997,13.81,8,0.43,1,0,0.48
11,1409,62.71,24,0.07,1,5,0.35
3,281,24.61,5,0.44,0,0,0.76
0,524,17.28,5,0.43,1,1,0.7
0,195,17.42,1,0.29,0,1,0.82
3,560,9.18,10,0.77,0,0,0.65
5,3782,54.89,22,0.04,0,5,0.45
5,123,24.75,8,0.96,0,0,0.52
11,3168,51.2,23,0.16,0,7,0.4
2,1037,14.62,7,0.25,0,6,0.62
6,151,24.53,2,0.65,1,1,0.49
15,2131,91.56,13,0.0,0,6,0.55
4,150,22.45,7,0.37,1,0,0.53
2,980,13.87,10,0.34,1,2,0.67
5,1040,0.59,3,0.23,0,2,0.41
2,833,6.87,3,0.54,1,5,0.53
5,204,11.48,9,0.22,0,7,0.89
0,663,11.1,10,0.56,0,7,0.63
5,122,20.29,3,0.61,1,2,0.96
1,167,24.85,10,0.97,0,8,0.62
3,1268,6.96,2,0.46,1,3,0.66
5,2766,53.72,8,0.23,1,8,0.13
13,2471,35.17,15,0.21,1,6,0.45
1,767,21.58,8,0.3,0,8,0.94
5,1129,0.16,3,0.52,0,7,1.0
0,372,17.56,2,0.31,1,0,0.98
3,110,15.62,8,0.86,0,6,0.47
0,171,16.64,5,0.34,0,6,0.73
2,1017,6.65,2,1.0,0,8,0.83
0,1477,19.7,5,0.84,0,8,0.76
6,352,16.02,7,0.97,0,4,0.93
7,2651,46.9,17,0.01,0,11,0.53
0,1322,1.61,1,0.31,0,2,0.79
6,1305,10.0,4,0.66,0,5,0.43
5,1289,11.51,4,0.31,1,4,0.52
6,592,3.62,7,0.6,1,4,0.95
6,1207,9.45,10,0.64,1,0,0.87
3,1268,22.72,9,0.67,1,7,0.89
6,949,12.49,1,0.85,0,6,0.87
2,1370,2.12,1,0.28,1,0,0.84
1,494,4.51,10,0.5,0,6,0.58
3,1461,13.96,2,0.25,0,4,0.65
0,287,11.55,6,0.48,1,3,0.93
6,968,5.28,4,0.56,1,0,0.54
5,810,0.1,4,0.7,1,5,0.59
6,403,24.32,7,0.74,1,5,0.41
0,415,21.91,9,0.71,1,6,0.51
6,3465,36.3,22,0.09,1,9,0.16
4,1278,10.9,3,0.89,1,8,0.91
4,1202,24.59,5,0.48,0,5,1.0
3,356,10.65,10,0.66,0,2,0.67
6,1169,0.98,4,0.4,1,0,0.96
0,1309,2.02,8,0.65,0,3,0.73
3,964,6.24,7,0.48,1,5,0.69
15,2948,37.68,23,0.04,1,6,0.37
5,311,3.19,10,0.26,1,0,0.47
2,1272,22.75,10,0.82,1,1,0.99
2,589,1.36,6,0.84,0,4,0.92
2,325,22.7,5,0.53,0,2,0.75
0,1324,3.14,7,0.76,1,5,0.78
4,1456,21.49,6,0.66,1,3,0.47
6,1296,61.57,23,0.06,0,7,0.44
3,633,10.25,4,0.42,0,7,0.75
2,1203,19.93,2,0.46,0,3,0.61
6,1252,11.54,9,0.58,1,8,0.74
0,1199,12.18,8,0.7,1,3,0.6
0,150,0.48,1,0.42,1,8,0.97
2,935,13.18,10,0.8,1,0,0.66
5,1096,19.29,4,0.71,1,1,0.56
2,1389,23.51,8,0.34,1,0,0.91
0,279,19.04,5,0.41,0,2,0.51
0,641,16.92,1,0.83,1,0,0.94
6,716,19.17,8,0.97,1,6,0.86
3,758,0.95,9,0.65,1,7,0.56
4,1475,22.88,9,0.83,0,8,0.86
4,775,5.53,2,0.52,1,6,0.92
2,521,5.63,5,0.47,0,3,0.43
4,1228,7.81,7,0.27,1,5,0.48
6,1215,9.26,3,0.88,1,6,0.48
5,139,18.49,1,0.89,1,1,0.98
5,134,9.52,10,0.71,1,0,0.52
4,681,15.3,3,0.71,0,0,0.71
4,1120,2.81,5,0.67,1,4,0.45
4,464,16.76,2,0.53,1,5,0.88
15,1647,74.82,30,0.02,1,5,0.45
2,479,3.95,1,0.37,1,1,0.51
6,1260,10.1,10,0.67,1,2,0.87
0,659,16.42,2,0.72,0,1,0.53
6,901,4.38,8,0.61,0,2,0.4
5,1056,21.54,3,0.33,1,0,0.7
1,1243,2.6,8,0.25,0,1,0.8
3,194,6.22,5,0.34,0,7,0.94
5,558,9.16,3,0.49,1,3,0.6
0,150,18.19,10,0.6,1,4,0.47
0,528,24.83,4,0.9,0,5,0.76
1,330,13.66,5,0.37,0,3,0.75
0,975,0.11,10,0.26,0,0,0.72
2,1140,2.6,5,0.71,0,0,0.55
5,669,5.93,7,0.95,0,1,0.89
0,137,1.48,6,0.78,1,7,0.67
3,527,22.81,1,0.78,0,5,0.88
2,1484,9.12,9,0.97,1,2,0.55
3,247,23.74,8,0.72,1,2,0.97
3,454,20.81,8,0.39,1,3,0.45
6,620,11.77,2,0.92,0,5,0.58
1,1226,10.28,5,0.78,0,3,0.43
5,568,23.22,7,0.97,1,3,0.79
6,974,8.55,5,0.32,1,2,0.52
6,1186,0.97,3,0.89,1,5,0.6
5,671,19.38,3,0.51,0,4,0.62
1,680,5.5,7,0.21,0,6,0.81
6,599,7.39,3,0.39,1,8,0.53
6,927,4.61,8,0.34,0,0,0.61
5,603,15.85,6,0.21,1,7,0.96
5,1049,22.42,7,0.35,1,1,0.7
0,829,20.21,3,0.72,1,8,0.53
6,617,20.37,5,0.39,0,0,0.41
5,167,10.3,3,0.86,1,7,0.43
6,1053,12.55,7,0.54,1,4,0.88
5,1269,4.46,9,0.42,1,4,0.88
3,624,24.08,3,0.23,0,0,0.68
4,802,23.37,1,0.35,1,5,0.45
5,493,24.57,3,0.71,0,0,0.77
6,480,18.74,6,0.47,1,6,0.61
1,1124,20.23,7,0.36,1,2,0.98
1,163,10.05,4,0.97,0,2,0.45
2,524,19.9,5,0.71,1,1,0.98
3,1301,21.98,3,0.27,1,2,0.98
4,635,14.57,4,0.79,0,6,0.84
3,756,23.75,5,0.42,1,8,0.88
2,515,3.43,8,0.86,1,6,0.66
3,450,12.22,2,0.96,0,4,0.46
5,1004,19.75,3,0.41,0,4,0.8
1,128,16.01,9,0.82,1,5,0.9
10,3701,98.84,10,0.22,0,5,0.42
4,265,19.03,8,0.74,0,4,1.0
3,1200,9.28,4,0.44,0,0,0.44
14,3499,37.12,29,0.11,1,6,0.33
0,445,2.83,9,0.51,0,7,0.94
6,517,13.19,10,0.36,0,8,0.48
4,250,8.69,10,0.62,0,4,0.7
0,1137,18.94,9,0.58,0,0,0.6
1,932,19.57,8,0.45,0,0,0.57
1,862,7.06,4,0.38,0,0,1.0
5,775,5.23,3,0.26,1,7,0.75
1,1301,1.86,6,0.54,0,4,0.48
6,703,22.86,7,0.54,0,2,0.55
0,469,17.04,1,0.26,1,5,0.98
3,936,11.82,6,0.62,0,8,0.58
4,674,17.84,9,0.6,1,5,0.53
2,1166,3.45,9,0.56,0,6,0.51
6,1242,0.68,2,0.44,0,2,0.92
7,3322,46.59,28,0.01,0,11,0.19
3,302,2.93,2,0.63,0,6,0.67
0,1405,24.84,5,0.34,1,0,0.49
5,637,8.56,2,0.37,1,6,0.77
2,134,17.3,6,0.89,0,6,0.52
4,1476,6.8,1,0.42,0,0,0.62
5,128,19.21,8,0.69,1,6,0.88
0,1063,17.95,9,0.78,0,2,0.96
2,112,23.55,2,0.93,0,2,0.55
15,2656,41.43,26,0.25,1,11,0.34
4,484,4.13,7,0.75,1,3,0.59
0,1467,8.28,4,0.67,1,2,0.74
3,1372,1.35,6,0.41,1,3,0.83
2,1449,9.09,9,0.91,0,5,0.48
6,455,17.69,9,0.69,1,6,0.72
0,100,20.54,9,0.89,1,2,0.59
3,1314,1.78,10,0.89,0,8,0.91
1,1444,11.07,3,0.93,1,3,0.74
5,815,1.64,8,0.93,1,7,0.63
2,1322,10.39,7,0.86,0,1,0.79
1,725,17.79,5,0.8,0,0,0.43
0,326,13.62,10,0.3,1,3,0.76
5,947,10.84,2,0.54,0,2,0.73
5,1412,13.3,2,0.61,1,6,0.45
3,1079,18.57,7,0.83,1,5,0.76
6,1586,32.73,9,0.09,1,11,0.2
1,504,14.45,7,0.58,1,4,0.6
0,391,16.35,4,0.7,1,6,0.52
1,304,15.42,8,0.7,1,2,0.98
0,1181,8.09,10,0.94,0,8,0.66
0,1113,13.84,7,0.53,1,5,0.62
6,3582,60.76,30,0.16,0,6,0.15
6,370,17.25,7,0.59,0,6,0.66
1,667,11.66,10,0.21,0,4,0.42
5,1833,42.05,22,0.13,0,12,0.13
0,1265,11.57,7,1.0,0,5,0.94
6,110,15.8,2,0.74,0,2,0.99
0,1284,16.91,9,0.82,0,0,0.57
1,1359,7.63,8,0.41,0,7,0.6
5,2680,84.49,8,0.24,1,8,0.28
5,522,12.74,6,0.64,1,6,0.67
12,1619,63.56,8,0.18,1,7,0.41
5,792,0.03,3,0.37,0,4,0.78
6,656,7.5,3,0.35,0,0,0.94
2,1060,20.03,6,0.95,1,2,0.99
5,753,13.03,2,0.97,1,5,0.85
1,195,22.17,10,0.41,0,8,0.96
5,411,0.66,4,0.57,1,2,0.78
3,419,11.79,4,0.77,0,2,0.41
4,1464,18.04,9,0.44,0,0,0.81
5,590,12.02,1,0.72,0,6,0.74
4,1071,14.9,10,0.75,0,5,0.91
1,1016,20.65,5,0.8,1,0,0.51
5,761,21.71,10,0.97,0,1,0.59
2,616,21.8,1,0.64,0,5,0.42
4,227,19.26,9,0.27,0,4,0.47
4,584,22.02,5,0.71,0,6,0.61
6,1448,12.44,7,0.32,1,6,0.57
0,323,14.59,10,0.99,0,7,0.53
2,1034,7.86,5,0.37,0,4,0.54
1,972,23.33,6,0.29,1,0,0.99
11,1605,29.59,18,0.02,0,5,0.25
1,968,3.96,10,0.76,1,1,0.86
1,711,11.04,9,0.98,0,3,0.62
0,139,8.09,5,0.72,1,2,0.98
6,826,23.53,5,0.28,1,4,0.68
3,379,2.69,1,0.62,1,2,0.58
6,1211,32.55,11,0.11,1,9,0.19
1,1412,16.36,9,0.71,1,8,0.76
0,1437,14.83,4,0.92,1,6,0.75
9,3159,32.68,27,0.0,1,12,0.19
5,1926,38.22,19,0.17,0,10,0.26
5,1362,23.76,2,0.63,1,7,0.72
5,1267,7.63,7,0.28,1,2,0.71
6,194,19.12,7,0.64,0,8,0.97
0,1217,13.0,1,0.3,1,4,0.95
0,601,11.61,7,0.88,0,7,0.91
0,1058,24.87,6,0.51,0,1,0.44
5,401,20.05,4,0.49,0,3,0.84
1,515,23.83,5,0.84,1,4,0.45
14,3818,58.29,23,0.11,1,9,0.45
0,583,13.68,9,0.67,1,3,0.68
2,787,10.77,1,0.34,0,6,0.69
5,109,15.79,6,0.32,1,5,0.53
2,217,5.28,7,0.8,0,4,0.52
4,1262,6.82,6,0.5,1,2,0.62
3,562,11.18,10,0.93,1,4,0.81
1,1120,7.38,3,0.83,0,2,0.84
4,1284,7.11,8,0.77,0,3,0.88
5,1480,15.69,3,0.58,0,6,0.73
9,3634,52.0,19,0.23,1,6,0.13
4,421,16.75,8,0.29,1,0,0.45
0,1058,14.61,7,0.34,0,1,0.54
4,483,18.98,3,0.29,1,8,0.9
0,253,23.17,3,0.64,0,5,0.41
5,242,14.03,6,0.71,0,0,0.89
0,820,19.83,8,0.27,0,1,0.89
3,384,0.31,2,0.38,0,5,0.42
6,1327,53.61,16,0.1,1,12,0.45
5,726,4.59,5,0.77,1,7,0.61
15,1815,78.2,15,0.12,1,7,0.39
4,802,9.08,7,0.74,1,4,0.8
4,408,19.9,5,0.32,0,6,0.6
0,130,5.38,1,0.99,0,0,0.58
3,1011,11.87,3,0.6,1,5,0.84
4,1172,0.77,4,0.61,1,7,0.84
6,1465,77.33,11,0.06,1,8,0.2
2,346,14.4,7,0.53,0,2,0.47
15,2255,96.6,22,0.06,0,8,0.31
0,572,8.52,10,0.23,0,0,1.0
0,412,7.56,2,0.92,0,3,0.49
6,515,23.09,1,0.22,0,3,0.89
0,527,1.36,10,0.34,1,7,0.55
0,272,24.06,3,0.49,1,3,0.7
6,1203,6.7,1,0.98,0,0,0.82
12,3865,99.07,15,0.0,0,6,0.23
6,1202,3.25,9,0.3,0,3,0.73
1,163,18.91,8,0.83,0,8,0.49
5,439,0.09,6,0.34,1,1,0.83
2,458,16.91,9,0.53,1,6,0.87
3,440,15.55,8,0.37,1,5,0.61
0,1494,19.82,2,0.99,1,7,0.79
4,1443,13.31,2,0.73,0,4,0.51
5,1135,19.76,3,0.7,1,0,0.78
2,1053,21.13,10,0.49,0,7,0.97
6,609,8.01,10,0.24,1,7,0.41
4,389,10.06,3,0.95,0,1,0.63
8,1420,40.57,9,0.1,0,12,0.49
2,1445,24.98,1,0.65,0,6,0.66
5,1577,38.75,8,0.04,0,6,0.11
0,884,4.76,7,0.98,1,3,0.87
11,2881,47.9,27,0.19,1,8,0.3
2,384,23.14,4,0.44,1,4,0.51
0,834,12.63,4,0.41,1,8,0.54
3,849,23.02,1,0.61,1,3,1.0
4,1485,18.04,4,0.91,1,4,0.54
2,1167,14.85,9,0.32,1,6,0.82
1,364,16.82,2,0.77,1,0,0.75
5,1064,10.52,5,0.3,1,7,0.65
5,871,0.92,1,0.77,1,8,0.66
3,1119,2.03,1,0.67,1,0,0.69
3,1251,20.1,8,0.61,1,8,0.77
0,343,18.87,9,0.83,0,1,0.59
1,1090,24.63,5,0.91,1,4,0.98
2,450,12.15,9,0.46,1,1,0.95
1,1329,2.0,8,0.93,1,2,0.75
2,159,18.78,4,0.51,1,3,0.76
0,330,20.96,10,0.82,1,6,0.45
6,2595,58.43,29,0.2,0,5,0.33
5,193,14.98,9,0.27,1,3,0.52
4,769,19.68,10,0.35,1,4,0.63
12,3203,99.12,12,0.02,1,6,0.28
11,3258,92.2,13,0.04,1,7,0.14
1,1025,12.24,3,0.83,1,4,0.41
6,114,16.26,6,0.91,0,8,0.81
5,1198,15.93,10,0.6,1,1,0.58
0,1113,4.24,4,0.51,0,6,0.44
13,1274,75.23,11,0.02,0,12,0.37
5,185,16.73,8,0.71,1,4,0.78
1,767,16.2,3,0.73,0,3,0.99
3,1087,9.54,7,0.69,0,8,0.66
3,635,17.57,8,0.2,0,0,0.96
3,1446,10.15,8,0.36,1,6,0.78
2,1012,1.51,10,0.89,1,3,0.94
3,729,4.7,1,0.53,0,1,0.68
0,1226,19.31,5,0.68,0,5,0.87
6,370,5.33,8,0.48,0,5,0.44
8,2368,38.6,11,0.19,1,12,0.51
2,560,21.85,10,0.67,0,4,0.94
0,1176,9.55,5,0.23,0,0,0.46
4,157,18.55,5,0.46,1,4,0.47
4,1329,6.96,8,0.37,0,6,0.57
